name,CAS,Quantity,Value,Units,Method,Reference,Comment
Anthracene,120-12-7,Tboil,613.0,K,N/A,"Buckingham and Donaghy, 1982",BS
Anthracene,120-12-7,Tboil,613.1,K,N/A,"Burriel, 1931",Uncertainty assigned by TRC =  0.3 K;TRC
Anthracene,120-12-7,Tboil,613.,K,N/A,"Kirby, 1921",Uncertainty assigned by TRC =  5. K;TRC
Anthracene,120-12-7,Quantity,Value,Units,Method,Reference,Comment
Anthracene,120-12-7,Tfus,490. ± 3.,K,AVG,N/A,Average of 27 values;Individual data points
Anthracene,120-12-7,Quantity,Value,Units,Method,Reference,Comment
Anthracene,120-12-7,Ttriple,488.93,K,N/A,"Goursot, Girdhar, et al., 1970",Uncertainty assigned by TRC =  0.01 K;TRC
Anthracene,120-12-7,Quantity,Value,Units,Method,Reference,Comment
Anthracene,120-12-7,ΔvapH°,78.5,kJ/mol,CGC,"Zhao, Unhannanant, et al., 2008",AC
Anthracene,120-12-7,ΔvapH°,79.5 ± 1.2,kJ/mol,GC,"Haftka, Parsons, et al., 2006",Based on data from 413. to 473. K.;AC
Anthracene,120-12-7,ΔvapH°,79.1,kJ/mol,CGC,"Puri, Chickos, et al., 2001",AC
Anthracene,120-12-7,ΔvapH°,79.8,kJ/mol,CGC,"Chickos, Hesse, et al., 1998",AC
Anthracene,120-12-7,ΔvapH°,79.6,kJ/mol,CGC,"Chickos, Hosseini, et al., 1995",Based on data from 453. to 503. K.;AC
Anthracene,120-12-7,Quantity,Value,Units,Method,Reference,Comment
Anthracene,120-12-7,ΔsubH°,98. ± 10.,kJ/mol,AVG,N/A,Average of 12 values;Individual data points
Pentylbenzene,538-68-1,Tboil,471. ± 20.,K,AVG,N/A,Average of 22 values;Individual data points
Pentylbenzene,538-68-1,Quantity,Value,Units,Method,Reference,Comment
Pentylbenzene,538-68-1,Tfus,194.90,K,N/A,"Simon, 1929",Uncertainty assigned by TRC =  0.3 K;TRC
Pentylbenzene,538-68-1,Quantity,Value,Units,Method,Reference,Comment
Pentylbenzene,538-68-1,ΔvapH°,55.1 ± 0.4,kJ/mol,GS,"Verevkin, 2006",Based on data from 284. to 323. K.;AC
Pentylbenzene,538-68-1,ΔvapH°,55.3,kJ/mol,N/A,"Ru«7825»icka, Zábranský, et al., 1994",AC
Pentylbenzene,538-68-1,ΔvapH°,55.1,kJ/mol,N/A,"Reid, 1972",AC
Hexylbenzene,1077-16-3,Tboil,494. ± 10.,K,AVG,N/A,Average of 23 values;Individual data points
Hexylbenzene,1077-16-3,Quantity,Value,Units,Method,Reference,Comment
Hexylbenzene,1077-16-3,Tfus,209.7,K,N/A,"Mears, Stanley, et al., 1963",Uncertainty assigned by TRC =  0.3 K;TRC
Hexylbenzene,1077-16-3,Tfus,209.7,K,N/A,"Jessup and Stanley, 1961",Uncertainty assigned by TRC =  0.5 K;TRC
Hexylbenzene,1077-16-3,Tfus,206.4,K,N/A,"Simon, 1929",Uncertainty assigned by TRC =  1.5 K;TRC
Hexylbenzene,1077-16-3,Quantity,Value,Units,Method,Reference,Comment
Hexylbenzene,1077-16-3,ΔvapH°,60.2,kJ/mol,N/A,"Ru«7825»icka, Zábranský, et al., 1994",AC
Hexylbenzene,1077-16-3,ΔvapH°,60.0,kJ/mol,N/A,"Reid, 1972",AC
"1,3-Diethylbenzene",141-93-5,Tboil,454. ± 2.,K,AVG,N/A,Average of 24 values;Individual data points
"1,3-Diethylbenzene",141-93-5,Quantity,Value,Units,Method,Reference,Comment
"1,3-Diethylbenzene",141-93-5,Tfus,189.33,K,N/A,"Birch, Dean, et al., 1949",Uncertainty assigned by TRC =  0.2 K;TRC
"1,3-Diethylbenzene",141-93-5,Tfus,189.16,K,N/A,"Boord, Greenlee, et al., 1948",Uncertainty assigned by TRC =  0.2 K;TRC
"1,3-Diethylbenzene",141-93-5,Tfus,189.06,K,N/A,"Gibbons, Thompson, et al., 1946",Uncertainty assigned by TRC =  0.15 K;TRC
"1,3-Diethylbenzene",141-93-5,Quantity,Value,Units,Method,Reference,Comment
"1,3-Diethylbenzene",141-93-5,ΔvapH°,52.5,kJ/mol,N/A,"Reid, 1972",AC
"1,4-Diethylbenzene",105-05-5,Tboil,456.7 ± 0.6,K,AVG,N/A,Average of 18 values;Individual data points
"1,4-Diethylbenzene",105-05-5,Quantity,Value,Units,Method,Reference,Comment
"1,4-Diethylbenzene",105-05-5,Tfus,229.90,K,N/A,"Birch, Dean, et al., 1949",Uncertainty assigned by TRC =  0.2 K;TRC
"1,4-Diethylbenzene",105-05-5,Tfus,229.6,K,N/A,"Boord, Perilstein, et al., 1944",Uncertainty assigned by TRC =  0.6 K;TRC
"1,4-Diethylbenzene",105-05-5,Quantity,Value,Units,Method,Reference,Comment
"1,4-Diethylbenzene",105-05-5,Tc,657.9 ± 0.5,K,N/A,"Tsonopoulos and Ambrose, 1995",
"1,4-Diethylbenzene",105-05-5,Tc,657.89,K,N/A,"Ambrose, Broderick, et al., 1967",Uncertainty assigned by TRC =  0.15 K;TRC
"1,4-Diethylbenzene",105-05-5,Tc,657.87,K,N/A,"Ambrose, Cox, et al., 1960","Uncertainty assigned by TRC =  0.03 K; Visual, PRT, IPTS-48, sample wrongly named isobutyl benzene;TRC"
"1,4-Diethylbenzene",105-05-5,Quantity,Value,Units,Method,Reference,Comment
"1,4-Diethylbenzene",105-05-5,Pc,28.0 ± 0.4,bar,N/A,"Tsonopoulos and Ambrose, 1995",
"1,4-Diethylbenzene",105-05-5,Pc,28.03,bar,N/A,"Ambrose, Broderick, et al., 1967",Uncertainty assigned by TRC =  0.07 bar;TRC
"1,4-Diethylbenzene",105-05-5,Quantity,Value,Units,Method,Reference,Comment
"1,4-Diethylbenzene",105-05-5,ΔvapH°,52.5,kJ/mol,N/A,"Reid, 1972",AC
Dodecylbenzene,123-01-3,Tboil,590.,K,N/A,"Sharrah and Feighner, 1954",Uncertainty assigned by TRC =  5. K;TRC
Dodecylbenzene,123-01-3,Quantity,Value,Units,Method,Reference,Comment
Dodecylbenzene,123-01-3,Tfus,270.,K,N/A,"Ju, Shen, et al., 1940",Uncertainty assigned by TRC =  2. K;TRC
Dodecylbenzene,123-01-3,Tfus,266.,K,N/A,"Petrov and Lapteva, 1938",Uncertainty assigned by TRC =  2. K;TRC
Dodecylbenzene,123-01-3,Quantity,Value,Units,Method,Reference,Comment
Dodecylbenzene,123-01-3,ΔvapH°,89.6,kJ/mol,N/A,"Reid, 1972",AC
Dodecylbenzene,123-01-3,Quantity,Value,Units,Method,Reference,Comment
Dodecylbenzene,123-01-3,ΔsubH°,135.1,kJ/mol,N/A,"Mokbel, Ruzicka, et al., 2000",AC
1-Pentene,109-67-1,Tboil,304. ± 8.,K,AVG,N/A,Average of 30 out of 31 values;Individual data points
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,Tfus,107.75,K,N/A,"Streiff, Murphy, et al., 1946",Uncertainty assigned by TRC =  0.2 K;TRC
1-Pentene,109-67-1,Tfus,107.78,K,N/A,"Streiff, Murphy, et al., 1946",Uncertainty assigned by TRC =  0.2 K;TRC
1-Pentene,109-67-1,Tfus,107.88,K,N/A,"Streiff, Murphy, et al., 1946",Uncertainty assigned by TRC =  0.1 K;TRC
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,Ttriple,108.010,K,N/A,"Messerly, Todd, et al., 1990",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.003 K;TRC
1-Pentene,109-67-1,Ttriple,107.790,K,N/A,"Messerly, Todd, et al., 1990",Metastable crystal phase; Uncertainty assigned by TRC =  0.003 K;TRC
1-Pentene,109-67-1,Ttriple,5.800,K,N/A,"Chao, Hall, et al., 1983",Uncertainty assigned by TRC =  0.01 K;TRC
1-Pentene,109-67-1,Ttriple,107.9,K,N/A,"Todd, Oliver, et al., 1947",Uncertainty assigned by TRC =  0.5 K; this value not measured but taken from 1956-strmur 0;TRC
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,Tc,464.8 ± 0.5,K,N/A,"Tsonopoulos and Ambrose, 1996",
1-Pentene,109-67-1,Tc,464.7,K,N/A,"Majer and Svoboda, 1985",
1-Pentene,109-67-1,Tc,465.1,K,N/A,"Wolfe, Kay, et al., 1983",Uncertainty assigned by TRC =  0.3 K; $ %Y/SI 0.01 @Y/SI 0.3;TRC
1-Pentene,109-67-1,Tc,463.77,K,N/A,"Mousa, Kay, et al., 1972",Uncertainty assigned by TRC =  0.2 K;TRC
1-Pentene,109-67-1,Tc,464.74,K,N/A,"Ambrose, Cox, et al., 1960","Uncertainty assigned by TRC =  0.03 K; Visual, PRT, IPTS-48;TRC"
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,Pc,35.6 ± 0.5,bar,N/A,"Tsonopoulos and Ambrose, 1996",
1-Pentene,109-67-1,Pc,35.50,bar,N/A,"Wolfe, Kay, et al., 1983",Uncertainty assigned by TRC =  0.20 bar; $ %Y/SI 1.5 @Y/SI 20.;TRC
1-Pentene,109-67-1,Pc,35.510,bar,N/A,"Mousa, Kay, et al., 1972",Uncertainty assigned by TRC =  0.0344 bar;TRC
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,Vc,0.2984,l/mol,N/A,"Tsonopoulos and Ambrose, 1996",
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,ρc,3.35 ± 0.05,mol/l,N/A,"Tsonopoulos and Ambrose, 1996",
1-Pentene,109-67-1,ρc,3.32,mol/l,N/A,"Wolfe, Kay, et al., 1983",Uncertainty assigned by TRC =  0.03 mol/l;TRC
1-Pentene,109-67-1,Quantity,Value,Units,Method,Reference,Comment
1-Pentene,109-67-1,ΔvapH°,29.82,kJ/mol,N/A,"Majer and Svoboda, 1985",
1-Pentene,109-67-1,ΔvapH°,25.5,kJ/mol,N/A,"Reid, 1972",AC
1-Pentene,109-67-1,ΔvapH°,25.5 ± 0.1,kJ/mol,C,"Scott, Waddington, et al., 1949",AC
1-Hexene,592-41-6,Tboil,337. ± 2.,K,AVG,N/A,Average of 42 out of 44 values;Individual data points
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,Tfus,133. ± 4.,K,AVG,N/A,Average of 9 values;Individual data points
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,Ttriple,133.39,K,N/A,"McCullough, Finke, et al., 1957",Uncertainty assigned by TRC =  0.01 K;TRC
1-Hexene,592-41-6,Ttriple,133.380,K,N/A,"Waddington, 1951",Uncertainty assigned by TRC =  0.05 K;TRC
1-Hexene,592-41-6,Ttriple,133.390,K,N/A,"Waddington, 1951",Uncertainty assigned by TRC =  0.02 K;TRC
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,Tc,504.0 ± 0.3,K,N/A,"Tsonopoulos and Ambrose, 1996",
1-Hexene,592-41-6,Tc,503.98,K,N/A,"Ambrose, Cox, et al., 1960","Uncertainty assigned by TRC =  0.3 K; Visual, PRT, IPTS-48;TRC"
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,Pc,32.1 ± 0.3,bar,N/A,"Tsonopoulos and Ambrose, 1996",
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,Vc,0.3551,l/mol,N/A,"Tsonopoulos and Ambrose, 1996",
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,ρc,2.82 ± 0.03,mol/l,N/A,"Tsonopoulos and Ambrose, 1996",
1-Hexene,592-41-6,Quantity,Value,Units,Method,Reference,Comment
1-Hexene,592-41-6,ΔvapH°,30.6,kJ/mol,N/A,"Reid, 1972",AC
1-Hexene,592-41-6,ΔvapH°,30.6,kJ/mol,V,"Camin and Rossini, 1956",ALS
1-Hexene,592-41-6,ΔvapH°,30.6,kJ/mol,N/A,"Camin and Rossini, 1956, 2",Based on data from 289. to 337. K.;AC
1-Octene,111-66-0,Tboil,395. ± 2.,K,AVG,N/A,Average of 60 out of 61 values;Individual data points
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,Tfus,171. ± 2.,K,AVG,N/A,Average of 10 values;Individual data points
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,Ttriple,171.46,K,N/A,"McCullough, Finke, et al., 1957",Uncertainty assigned by TRC =  0.05 K;TRC
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,Tc,567.0 ± 0.8,K,N/A,"Tsonopoulos and Ambrose, 1996",
1-Octene,111-66-0,Tc,566.6,K,N/A,"Majer and Svoboda, 1985",
1-Octene,111-66-0,Tc,566.55,K,N/A,"Ambrose, Cox, et al., 1960","Uncertainty assigned by TRC =  0.05 K; Visual, PRT, IPTS-48, with decomp.;TRC"
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,Pc,26.8 ± 0.8,bar,N/A,"Tsonopoulos and Ambrose, 1996",
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,Vc,0.468,l/mol,N/A,"Tsonopoulos and Ambrose, 1996",
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,ρc,2.1 ± 0.08,mol/l,N/A,"Tsonopoulos and Ambrose, 1996",
1-Octene,111-66-0,Quantity,Value,Units,Method,Reference,Comment
1-Octene,111-66-0,ΔvapH°,40.44,kJ/mol,N/A,"Majer and Svoboda, 1985",
1-Octene,111-66-0,ΔvapH°,40.6,kJ/mol,CGC,"Chickos, Hosseini, et al., 1995",Based on data from 373. to 423. K.;AC
1-Octene,111-66-0,ΔvapH°,40.27 ± 0.20,kJ/mol,C,"Mansson, Sellers, et al., 1977",ALS
1-Octene,111-66-0,ΔvapH°,40.3 ± 0.2,kJ/mol,C,"Månsson, Sellers, et al., 1977",AC
1-Octene,111-66-0,ΔvapH°,38.,kJ/mol,N/A,"Reid, 1972",AC
1-Decene,872-05-9,Tboil,440. ± 10.,K,AVG,N/A,Average of 14 values;Individual data points
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,Tfus,207. ± 2.,K,AVG,N/A,Average of 6 values;Individual data points
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,Ttriple,206.89,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.05 K;TRC
1-Decene,872-05-9,Ttriple,206.89,K,N/A,"McCullough and Waddington, 1957","Uncertainty assigned by TRC =  0.06 K; IPTS-48, from fast crystallization;TRC"
1-Decene,872-05-9,Ttriple,206.88,K,N/A,"McCullough and Waddington, 1957","Uncertainty assigned by TRC =  0.06 K; IPTS-48, from slow crystallization;TRC"
1-Decene,872-05-9,Ttriple,206.47,K,N/A,"Waddington, 1953",Uncertainty assigned by TRC =  0.2 K;TRC
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,Tc,617. ± 2.,K,N/A,"Tsonopoulos and Ambrose, 1996",
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,Pc,22.2 ± 1.0,bar,N/A,"Tsonopoulos and Ambrose, 1996",
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,Vc,0.584,l/mol,N/A,"Tsonopoulos and Ambrose, 1996",
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,ρc,1.7 ± 0.10,mol/l,N/A,"Tsonopoulos and Ambrose, 1996",
1-Decene,872-05-9,Quantity,Value,Units,Method,Reference,Comment
1-Decene,872-05-9,ΔvapH°,50.44,kJ/mol,N/A,"Majer and Svoboda, 1985",
1-Decene,872-05-9,ΔvapH°,50.43 ± 0.20,kJ/mol,C,"Mansson, Sellers, et al., 1977",ALS
1-Decene,872-05-9,ΔvapH°,50.4 ± 0.2,kJ/mol,C,"Månsson, Sellers, et al., 1977",AC
1-Decene,872-05-9,ΔvapH°,50.5,kJ/mol,N/A,"Reid, 1972",AC
1-Dodecene,112-41-4,Tboil,486.2 ± 0.6,K,AVG,N/A,Average of 6 values;Individual data points
1-Dodecene,112-41-4,Quantity,Value,Units,Method,Reference,Comment
1-Dodecene,112-41-4,Tfus,238. ± 1.,K,AVG,N/A,Average of 10 values;Individual data points
1-Dodecene,112-41-4,Quantity,Value,Units,Method,Reference,Comment
1-Dodecene,112-41-4,Ttriple,237.93,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.05 K;TRC
1-Dodecene,112-41-4,Quantity,Value,Units,Method,Reference,Comment
1-Dodecene,112-41-4,Tc,658. ± 2.,K,N/A,"Tsonopoulos and Ambrose, 1996",
1-Dodecene,112-41-4,Quantity,Value,Units,Method,Reference,Comment
1-Dodecene,112-41-4,Pc,19.3 ± 2.0,bar,N/A,"Tsonopoulos and Ambrose, 1996",
1-Dodecene,112-41-4,Quantity,Value,Units,Method,Reference,Comment
1-Dodecene,112-41-4,ΔvapH°,60.78,kJ/mol,N/A,"Majer and Svoboda, 1985",
1-Dodecene,112-41-4,ΔvapH°,60.78 ± 0.20,kJ/mol,C,"Mansson, Sellers, et al., 1977",ALS
1-Dodecene,112-41-4,ΔvapH°,60.78 ± 0.29,kJ/mol,V,"Stridh, 1976",ALS
1-Dodecene,112-41-4,ΔvapH°,60.8 ± 0.3,kJ/mol,C,"Stridh, 1976","See alsoMånsson, Sellers, et al., 1977.;AC"
1-Dodecene,112-41-4,ΔvapH°,60.3,kJ/mol,N/A,"Reid, 1972",AC
1-Tetradecene,1120-36-1,Tboil,524.2,K,N/A,"Aldrich Chemical Company Inc., 1990",BS
1-Tetradecene,1120-36-1,Tboil,524.,K,N/A,"Farchan Laboratories, 1990",BS
1-Tetradecene,1120-36-1,Quantity,Value,Units,Method,Reference,Comment
1-Tetradecene,1120-36-1,Tfus,260.23,K,N/A,"Streiff, Hulme, et al., 1955",Uncertainty assigned by TRC =  0.06 K;TRC
1-Tetradecene,1120-36-1,Tfus,260.23,K,N/A,"Streiff, Hulme, et al., 1955",Uncertainty assigned by TRC =  0.06 K;TRC
1-Tetradecene,1120-36-1,Tfus,260.3,K,N/A,"Streiff, Hulme, et al., 1955",Uncertainty assigned by TRC =  0.04 K;TRC
1-Tetradecene,1120-36-1,Tfus,260.230,K,N/A,"Anonymous, 1951",Uncertainty assigned by TRC =  0.05 K;TRC
1-Tetradecene,1120-36-1,Tfus,260.300,K,N/A,"Anonymous, 1951",Uncertainty assigned by TRC =  0.03 K;TRC
1-Tetradecene,1120-36-1,Quantity,Value,Units,Method,Reference,Comment
1-Tetradecene,1120-36-1,ΔvapH°,70.2,kJ/mol,N/A,"Reid, 1972",AC
1-Hexadecene,629-73-2,Tboil,547.2,K,N/A,"Aldrich Chemical Company Inc., 1990",BS
1-Hexadecene,629-73-2,Tboil,547.,K,N/A,"Farchan Laboratories, 1990",BS
1-Hexadecene,629-73-2,Tboil,557.6,K,N/A,"Weast and Grasselli, 1989",BS
1-Hexadecene,629-73-2,Quantity,Value,Units,Method,Reference,Comment
1-Hexadecene,629-73-2,Tfus,279. ± 8.,K,AVG,N/A,Average of 10 values;Individual data points
1-Hexadecene,629-73-2,Quantity,Value,Units,Method,Reference,Comment
1-Hexadecene,629-73-2,Ttriple,277.390,K,N/A,"Messerly, Todd, et al., 1990",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.003 K;TRC
1-Hexadecene,629-73-2,Ttriple,277.51,K,N/A,"McCullough, Finke, et al., 1957",Uncertainty assigned by TRC =  0.05 K;TRC
1-Hexadecene,629-73-2,Ttriple,277.30,K,N/A,"Waddington, 1951",Uncertainty assigned by TRC =  0.15 K;TRC
1-Hexadecene,629-73-2,Ttriple,277.45,K,N/A,"Waddington, 1951",Uncertainty assigned by TRC =  0.05 K;TRC
1-Hexadecene,629-73-2,Quantity,Value,Units,Method,Reference,Comment
1-Hexadecene,629-73-2,ΔvapH°,80.2 ± 0.2,kJ/mol,AVG,N/A,Average of 6 values;Individual data points
Adamantane,281-23-2,Tfus,552.,K,N/A,"Andrews, Carpenter, et al., 1978",Crystal phase 1 phase; Uncertainty assigned by TRC =  3. K;TRC
Adamantane,281-23-2,Tfus,542.15,K,N/A,"Mair, Shamaiengar, et al., 1959",Uncertainty assigned by TRC =  1. K;TRC
Adamantane,281-23-2,Quantity,Value,Units,Method,Reference,Comment
Adamantane,281-23-2,ΔvapH°,48.2,kJ/mol,GC,"van Roon, Parsons, et al., 2002",AC
Adamantane,281-23-2,ΔvapH°,51.7,kJ/mol,CGC,"Chickos, Hosseini, et al., 1995",Based on data from 403. to 453. K.;AC
Adamantane,281-23-2,Quantity,Value,Units,Method,Reference,Comment
Adamantane,281-23-2,ΔsubH°,59. ± 4.,kJ/mol,AVG,N/A,Average of 18 values;Individual data points
Heptylcyclohexane,5617-41-4,Tboil,510.,K,N/A,"Schlenk, 1951",Uncertainty assigned by TRC =  4. K;TRC
Heptylcyclohexane,5617-41-4,Quantity,Value,Units,Method,Reference,Comment
Heptylcyclohexane,5617-41-4,Tfus,232.,K,N/A,"Schmidt, 1942",Uncertainty assigned by TRC =  1.5 K;TRC
Heptylcyclohexane,5617-41-4,Quantity,Value,Units,Method,Reference,Comment
Heptylcyclohexane,5617-41-4,Ttriple,232.8,K,N/A,"Parks, Moore, et al., 1949",Uncertainty assigned by TRC =  0.2 K;TRC
Heptylcyclohexane,5617-41-4,Quantity,Value,Units,Method,Reference,Comment
Heptylcyclohexane,5617-41-4,ΔvapH°,63.72 ± 0.54,kJ/mol,C,"Fuchs and Peacock, 1978",ALS
Heptylcyclohexane,5617-41-4,ΔvapH°,64.9,kJ/mol,N/A,"Reid, 1972",AC
Octylcyclohexane,1795-15-9,Tboil,528.,K,N/A,"Schlenk, 1951",Uncertainty assigned by TRC =  3. K;TRC
Octylcyclohexane,1795-15-9,Quantity,Value,Units,Method,Reference,Comment
Octylcyclohexane,1795-15-9,Tfus,252.75,K,N/A,"Anonymous, 1968",Uncertainty assigned by TRC =  0.5 K;TRC
Octylcyclohexane,1795-15-9,Quantity,Value,Units,Method,Reference,Comment
Octylcyclohexane,1795-15-9,ΔvapH°,69.8,kJ/mol,N/A,"Reid, 1972",AC
Nonylcyclohexane,2883-02-5,Tboil,545.,K,N/A,"Schlenk, 1951",Uncertainty assigned by TRC =  3. K;TRC
Nonylcyclohexane,2883-02-5,Tboil,554.7,K,N/A,"Smith and Pennekamp, 1945",Uncertainty assigned by TRC =  0.6 K;TRC
Nonylcyclohexane,2883-02-5,Quantity,Value,Units,Method,Reference,Comment
Nonylcyclohexane,2883-02-5,ΔvapH°,74.7,kJ/mol,N/A,"Reid, 1972",AC
"2,2,4,6,6-Pentamethylheptane",13475-82-6,Tboil,451. ± 2.,K,AVG,N/A,Average of 8 values;Individual data points
"2,2,4,6,6-Pentamethylheptane",13475-82-6,Quantity,Value,Units,Method,Reference,Comment
"2,2,4,6,6-Pentamethylheptane",13475-82-6,Tfus,206. ± 3.,K,AVG,N/A,Average of 9 values;Individual data points
"2,2,4,6,6-Pentamethylheptane",13475-82-6,Quantity,Value,Units,Method,Reference,Comment
"2,2,4,6,6-Pentamethylheptane",13475-82-6,ΔvapH°,48.97,kJ/mol,N/A,"Majer and Svoboda, 1985",
"2,2,4,6,6-Pentamethylheptane",13475-82-6,ΔvapH°,49.0 ± 0.2,kJ/mol,C,"Melaugh, Mansson, et al., 1976",AC
Farnesane,3891-98-3,Tboil,525.1,K,N/A,"Anonymous, 1962",Uncertainty assigned by TRC =  0.5 K
Pristane,1921-70-6,Tfus,173.2,K,N/A,"Sorensen and Sorensen, 1949",Uncertainty assigned by TRC =  10. K;TRC
